description,category,cluster
Рубль повышается к доллару и евро на фоне дорогой нефти Рубль повышается к доллару и евро на фоне подорожавшей в конце прошлой недели до максимумов с 23 сентября нефти.,economy,-1
"Air France испытает первый в мире беспилотный доставщик багажа до самолета Air France начала испытания первого в мире беспилотного багажного трактора. Инженеры авиакомпании проводят тестирование в аэропорту Тулуза-Бланьяк, говорится в сообщении компании.",technology,-1
"Amazon демократизирует квантовые вычисления Новейшей частью огромной экосистемы публичного облака AWS стал тестовый стенд Braket, позволяющий экспериментировать с квантовыми вычислителями, не обладая собственными системами.",technology,-1
"Несите папе валерьянку! Дочь Маликова снова сошлась с сыном Киселева? 19-летняя Стефания &laquo;зажгла&raquo; на концерте певца ЮрКисса. Стефания Маликова, похоже, снова возобновила романтические отношения с сыном Владимира Киселева (основатель группы &laquo;Земляне&raquo;) музыкантом ЮрКиссом. Девушка посетила его концерт и всеми силами дала",entertainment,-1
"Милованов ответил призывающим «послать» МВФ Украине необходимо сотрудничество с Международным валютным фондом, в том числе из-за риска экономического кризиса и увеличения доверия к украинской экономике со стороны инвесторов, считает министр раз",economy,-1
Рибальта о трансфере Паредеса за 40 млн евро: Для клубов калибра ПСЖ совершенно нормально платить подобные деньги Спортивный директор Зенита Хавьер Рибальта поделился мнением о переходе полузащитника Леандро Паредеса из петербургского клуба в ПСЖ за 40 млн евро в январе 2019-го.,sports,-1
"Гражданская версия бронеавтомобиля ""Новатор"" появится в конце 2020г – ""Украинская бронетехника"" ЧАО ""Украинская бронетехника"" анонсировала выход на рынок автомобиля ""Novator-CV"" - гражданской версии специализированного бронированного автомобиля для перевозки личного состава ""Новатор"", поставляемого в Вооруженные силы Украины, спецподразделения СБУ, МВД и на экспорт.",technology,-1
"Европейские акции снижаются на фоне слабых китайских данных и падения бумаг Tullow Oil (Рейтер) - Европейские акции снижаются в понедельник после выхода китайских экономический данных, указавших на замедление второй по величине экономики мира и возродивших опасения за глобальный рост, а также падения бумаг Tullow Oil.",economy,-1
"KNAUF готовит к открытию производство в Гатчинском районе Ленобласти Компания &laquo;Кнауф Петроборд&raquo; завершила реконструкцию производственного комплексав городе Коммунар (Гатчинский район Ленобласти, ул",economy,-1
"Ливенцы с новым стадионом будут чаще «болеть» В Ливнах 9 декабря открылся новый физкультурно-спортивный комплекс открытого типа. В зелёной зоне завода Ливныпластик, на площади порядка 9 тыс. кв. м появилась современная спортивная площадка с искусственным покрытием, беговыми дорожками, площадкой для стритбола и воркаута, футбольное поле, которое в зимний период будет использоваться как хоккейный корт. Важно, что здесь есть тёплые раздевалки и тренерская, […]",sports,-1
Порядка 25 тыс человек посетили официальное открытие «Зимы в Подмосковье» в Дмитрове На второй площадке праздника прошел массовый лыжный спуск.,entertainment,-1
"В США собран сортировщик для LEGO с искусственным интеллектом (ФОТО, ВИДЕО) Американский изобретатель создал устройство на основе искусственного интеллекта, которое сортирует детали конструктора LEGO",technology,-1
"Евгений Петросян тайно женился на Татьяне Брухуновой СМИ сообщили, что знаменитый юморист Евгений Петросян снова женился. Как и можно было бы предположить, избранницей Петросяна стала его помощница Татьяна Брухунова. Уже несколько месяцев поговаривали, что Петросян и Брухунова состоят в неофициальных отношениях, а год назад в СМИ даже появилась",entertainment,-1
Галь Гадот показывает Крису Пайну урну в трейлере «Чудо-женщины: 1984» (Видео) Кинокомпания WBRussia опубликовала первый трейлер фильма «Чудо-женщина: 1984».,entertainment,-1
"В РУСАДА раскрыли подробности скандального решения об отстранении России от спортивных соревнований На ближайших ОИ, ЧМ, Паралимпиаде выступят только &laquo;чистые&raquo; российские спортсмены под нейтральным флагом и без гимна. Решение принял исполком WADA. Об этом сообщает РИА &laquo;Новости&raquo; со ссылкой на замгендиректора Российского антидопингового агентства (РУСАДА) Маргариту Пахноцкую.",sports,-1
СМИ узнали о планах российских компаний повысить зарплаты сотрудникам На 2020 год повышение зарплат уже запланировали 25% руководителей.,economy,-1
Black Desert Mobile уже можно загрузить и создать персонажа Серверы игры откроются 11 декабря.,entertainment,-1
"Всегда боролись не столько с допингом, сколько с теми, кто слишком много о нем говорит – расследователь Зеппельт Использование спортсменами допинга в последние десятилетия покрывали не только в РФ, но и в Германии, США, Китае,...",sports,-1
«Танцевальное пламя» зажгут в Железноводске 14 и 15 декабря В Железноводске 14 и 15 декабря встретят участников IV международного хореографического конкурса «Танцевальное пламя».,entertainment,-1
Власть и бизнес встретились на одной площадке в Ставрополе Более 350 бизнесменов посетили III Ставропольский форум предпринимателей.,economy,-1
"Назван топ-5 главных премьер автосалона в Лос-Анджелесе В Лос-Анджелесе опустил занавес очередной Международный автосалон, который вновь смог удивить автоновинками. Эксперты портала 110km.ru составили топ-5 главных премьер.   1. Toyota Camry AWD",technology,-1
Facebook оштрафовали на $4 млн за обман пользователей Власти Венгрии оштрафовали Facebook за нарушение прав потребителей.,economy,-1
В Башкирии предприятие задолжало сотрудникам более 6 млн рублей зарплаты Руководство Дюртюлинского комбината молочных продуктов не выплатило сотрудникам более 6 млн рублей. Об этом сообщили в прокуратуре РБ.,economy,-1
"Владивостоку достанется: синоптики пообещали снег и гололед Похоже, что природа с лихвой компенсирует бесснежную зиму прошлого года: очередные осадки в середине этой недели пообещали синоптики, сообщает РИА «Восток-Медиа».",other,-1
"США усиливают борьбу с отмыванием денег в криптовалютных компаниях Одно из правил требует от криптовалютных бирж проверять личности клиентов, идентифицировать стороны и бенефициаров переводов на сумму от 3 тыс. долл.",economy,-1
"Российскую сборную на четыре года отстранили от Олимпиад и чемпионатов мира Стало известно, что исполком Всемирного антидопингового агентства (ВАДА) на четыре года лишил Россию права участвовать в международных соревнованиях, в",sports,-1
"Евгений КРАСНИКОВ: ""Месси передал Ярославскому на юбилей футболку, выразил благодарность, знает о нем"" Бывший спортивный директор «Металлиста» Евгений Красников передал Александру Ярославскому подарок от Лионеля Месси на день рождения.",sports,-1
"«Ласковый май» сломал жизнь или что произошло с Димой Тревогой Певец мог уйти после конфликта с продюсером. Некогда популярная группа «Ласковый май» продолжает существовать и по сей день. Конечно, популярность ее со временем пошла на спад, но некоторые песни продолжают быть актуальными. Но кроме песен фанатов группы интересует и жизнь ее участников, как",entertainment,-1
Gungrave G.O.R.E отложили до 2020 года Изначально релиз был запланирован на декабрь 2019-го.,entertainment,-1
"WADA на четыре года лишило Россию права участвовать в международных турнирах, включая олимпиады и чемпионаты мира Россия не сможет принимать крупные спортивные мероприятия и подавать заявки на их проведение.",sports,-1
"Facebook считает, что отказ от лайков может увеличить количество постов Внутри команд по развитию и исследованиям Facebook есть гипотеза о том, что отказ от лайков может побудить пользователей публиковать более оригинальный контент в Instagram. Об этом... #Facebook",technology,-1
ВАДА отстранило Россиию от спортивных соревнований на четыре года Исполком ВАДА принял решение по России. Спортсмены лишены флага и переведены в нейтральный статус.,sports,-1
"Российские компании готовятся повысить сотрудникам зарплаты Результаты исследования показали, что 25% работодателей намерены увеличить жалование в 2020 году, чтобы мотивировать персонал.",economy,-1
Малазийский лоукостер Air Asia X намерен открыть рейсы в Казахстан во втором квартале 2020 года Представители авиакомпании подтвердили свои планы во время переговоров с казахстанской делегацией.,economy,-1
"Взорвавшийся паропровод у завода ""Балтики"" отремонтируют за 230 млн рублей ГУП ""ТЭК СПб"" объявило конкурс на реконструкцию трубопровода, который прорвало в районе производства пивоваренной компании ""Балтика"". Об этом сообщили в пресс-службе теплоэнергетической компании.",economy,-1
"Бренд Parker обновил коллекцию ручек IM и вывел на рынок новые модели Линейка IM подразделяется на премиальные ручки, базовые и специальный выпуск. Специальный выпуск Parker IM включает в себя 4 отделки в разных типах письма: перьевые ручки, роллеры и шариковые ручки. Все они представлены в эксклюзивной дизайнерской упаковке. Разнообразие цветов, вариантов отделки и материалов, используемых в ручках, свидетельствуют об особом внимании к деталям. Например, корпус одной из ручек специального выпуска украшен картой созвездий на синем лаке.",technology,-1
"Команда Сочи заняла первое место на Чемпионате Краснодарского края по тайскому боксу Соревнования завершились в Сочи в эти выходные Сочи, Краснодар, Анапа, Геленджик, Ново",sports,-1
Брестское Динамо рассталось с тренером Личкой. Чех привел клуб к чемпионству Марцел Личка покинул пост главного тренера брестского Динамо.,sports,-1
"Алишер Усманов призвал не линчевать ""чистых"" российских спортсменов Президент Международной федерации фехтования Алишер Усманов призвал WADA ""не линчевать"" спортсменов, не уличенных в применении допинга. С письмом к гл...",sports,-1
"Друг проговорился о свадьбе Петросяна и его помощницы Брухуновой Юморист Евгений Петросян женился на своей помощнице и директоре Татьяне Брухуновой, передает сайт kp.ru со ссылкой на собственный источник.",entertainment,-1
Мончегорцы покатались на ватрушках на открытии нового горнолыжного комплекса 8 декабря в Мончегорске состоялся праздник в честь открытия горнолыжного комплекса «Лопарьстан».,entertainment,-1
Денис Лебедев прилетел в Красноярск В Красноярск 9 декабря рано утром прилетел боксер Денис Лебедев. Известного российского спортсмена в аэропорту встречали министр спорта Красноярского...,sports,-1
Россия обжалует решение WADA в суде Лозанны Светлана Журова рассказала о реакции Москвы на решение WADA об отстранении России от мировых спортивных соревнований.,sports,-1
"Россия лишена права участвовать в Олимпиадах и в чемпионатах мира Исполком Всемирного антидопингового агентства (WADA) на заседании в швейцарской Лозанне единогласно принял решение на 4 года лишить Россию права участвовать в крупных международных турнирах, включая Олимпийские игры и чемпионаты мира.",sports,-1
"Форвард ""Лестера"" повторил уникальное бомбардирское достижение в Английской Премьер-Лиге Джейми Варди забивает 8-й матч подряд.",sports,-1
WADA отстранило спортсменов РФ от участия в Олимпийских играх на 4 года Всемирное антидопинговое агентство (WADA) отстранило российских атлетов от участия в Олимпийских играх на четыре года.,sports,-1
Украина ждет от ЕС 500 млн евро на выгодных условиях ﻿Украина в ближайшие месяцы получит макрофинансовую помощь в размере 500 миллионов евро от Европейского союза.,economy,-1
"ВАДА на четыре года отстранила Россию от олимпиад и чемпионатов мира Россия лишилась права принимать участие в международных спортивных соревнованиях, в том числе в олимпиадах и чемпионатах мира, сроком на четыре года. Такое решение принял исполнительный комитет Всемирного антидопингового агентства (ВАДА).",sports,-1
"ВАДА на четыре года отстранило Россию от международного спорта При этом ""чистые"" российские спортсмены могут выступить на ОИ под нейтральным флагом",sports,-1
"Россию на четыре года отстранили от Олимпиад и чемпионатов мира Исполком Всемирного антидопингового агентства (WADA) принял рекомендацию комитета по соответствию организации лишить Россию на четыре года права участвовать в крупных спортивных международных мероприятиях, в число которых входят Олимпиады и чемпионаты мира. Об этом сообщает пресс-служба WADA.",sports,-1
"Мария Максакова возвращается в Россию Пример Софии Ротару доказал, что какой бы ни была политическая ситуация между Россией и Украиной, любовь зрителей к артисту остаётся на долгие годы, независимо от его национальности. После того, как Ротару недавно триумфально вернулась в Москву с концертом, о своем желании вернуться в Россию",entertainment,-1
"Не вытянула: в семье Заворотнюк сделали заявление об утрате Дочь звезды сериала ""Моя прекрасная няня"" откровенно рассказала о случившемся",entertainment,-1
"Донской футболист Денис Глушаков недоволен итогами футбольного года Донской футболист Денис Глушаков недоволен футбольным годом. На днях грозненский «Ахмат» проиграл «Уфе» в матче 19-го тура чемпионата России со счетом 0:1. Футбольный клуб расположен на 19-м месте в турнирной таблице РПЛ. За прошедший год команда набрала 19 очков. Последние пять матчей Премьер-Лиги грозненские футболисты либо играли вничью, либо проигрывали.",sports,-1
Доллар и евро падают в цене. Курс валют в банках и на черном рынке Наличные курсы валют в украинских банках и на черном рынке на 9 декабря.,economy,-1
"Биткоин готовится к росту в ближайшее время Если история может служить ориентиром, то Биткоин может готовиться к очередному крупному ралли цен, которое будет похоже на то, которое произошло в начале апреля.",economy,-1
"Евгений Петросян женился в пятый раз Юморист Евгений Петросян женился на своей 30-летней помощнице Татьяне Брухуновой. По данным источника, Петросян и Брухунова заключили брак в начале декабря 2019 года. Вероятно, прошедшее на первых выходных зимы домашнее торжество было приурочено именно к этому событию.",entertainment,-1
ONUKA представила этнический клип на песню Zenit (Видео) Разнообразные локации от карпатских гор до морских простор помогли изобразить всю красоту украинской природы.,entertainment,-1
"Исполком WADA лишил Россию участия в крупных турнирах 4 года Исполком WADA принял решение относительно будущего российского спорта. На заседании, которое состоялось сегодня, 9 декабря, было решено отстранить Россию от участия в крупных международных соревнованиях на четыре года.",sports,-1
Команда школы Мытищ стала второй на всероссийских соревнованиях по плаванию Также юные пловцы смогли установить личные рекорды.,sports,-1
Россию на четыре года лишили Олимпийских игр и чемпионатов мира Исполком Всемирного антидопингового агентства единогласно принял рекомендацию о лишении российского антидопингового агентства статуса соответствия Всемирному антидопинговому кодексу. Об этом сообщает ТАСС со ссылкой на пресс-службу WADA.,sports,-1
"Шарапова выступит на турнире в США вместо Олимпийских игр Российская теннисистка Мария Шарапова не выступит на Олимпийских играх 2020 года в Токио (Япония). Спортсменка объявила о своем участии в матчах World Team Tennis, где она будет представлять команду Orange County Breakers.",sports,-1
"Ялта станет столицей событийного туризма Событийный календарь города пополнится уникальными новогодними предложениями, а центром притяжения станет ялтинская набережная. Об этом министр курортов и туризма РК Вадим Волченко заявил в ходе",entertainment,-1
"Snapdragon 865 — акцент на 5G и искусственный интеллект В Qualcomm раскрыли детальную информацию о чипах следующего поколения Snapdragon 865, Snapdragon 765 и Snapdragon 765G.",technology,-1
ОАО «МРСК Урала» присоединилось к иску о несостоятельности ПАО «Трест №14» Распределительной сетевой компанией было подано заявление в краевой арбитраж о вступлении в дело о банкротстве ПАО «СМТ Трест №14». Основанием для этого послужило наличие задолженности в размере поряд...,economy,-1
"Омский аэропорт назвал авиакомпании, которые опаздывают чаще всего ",economy,-1
"Справедливый ценовой диапазон Brent на данный момент - $63-65 за баррель - БКС Справедливым выглядит ценовой диапазон $63-65 за баррель Brent, говорится в комментарии ""БКС Брокер"". Более высокие цены возможны, если США и Китай смогут достигнуть реального прогресса в вопросе ""первой фазы"" торговой сделки. Рынок отреагировал на итоги заседания ОПЕК+ позитивно, хотя фактический эффект для балансировки спроса-предложения выглядит весьма спорным, отмечает эксперт по фондовому рынку ""БКС Брокер"" Игорь Галактионов. С учетом всех сокращений Саудовская Аравия будет добывать в I квартале 2020 г. 9,74 млн б/с., однако по итогам ноября королевство и так перевыполняло свою квоту по сокращению, добывая 9,85 млн б/с. Что касается добычи в России, за счет исключения из расчета добычи газового конденсата увеличение квоты может не повлечь за собой фактического снижения производства нефти и оказаться исключительно ""бумажным"". ""Кроме того, принятые квоты будут действовать всего три месяца, так что эффект может оказаться краткосрочным. При этом риски со стороны продолжения торговых войн продолжают нависать…",economy,-1
"Как банки будут работать на новогодние праздники в 2019 году Национальный банк Украины (НБУ) рассказал, как на новогодние праздники будет работать система электронных платежей (СЭП) и банки.",economy,-1
"Кулер Xigmatek Windpower Pro охлаждает процессоры с TDP до 200 Вт В ассортименте компании Xigmatek появился процессорный кулер Windpower Pro, рассчитанный на мощные настольные компьютеры игрового класса.",technology,-1
"Как прошли матчи БК ""Запорожье"" с ""Днепром"" и ""Харьковскими соколами"" - видео В Дворце спорта ""Юность"" БК ""Запорожье"" отыграл два домашних матча. Его соперниками стали БК ""Днепр"" и БК ""Харьковские соколы"".",sports,-1
Лион просматривал Шомуродова на матче Спартак – Ростов Представители французского Лиона просматривали вчера 24-летнего форварда Ростова и сборной Узбекистана Эльдора Шомуродова в Москве в завершающем матче чемпионата России перед зимним перерывом.,sports,-1
"Валерия впервые прокомментировала аварию с участием сына Младший сын певицы Валерии Арсений Шульгин накануне попал в аварию. Молодой человек ехал с друзьями в автомобиле из Москвы в Санкт-Петербург, и уже поздним вечером, ближе к Питеру, их автомобиль занесло на скользкой трассе, и машина врезалась в отбойник. Авария получилась крайне серьёзной, но к",entertainment,-1
"Филипп Киркоров признался, что его сын «терпеть не может» показы Юдашкина 52-летний Филипп Киркоров гордится успехами своих наследников - 8-летней Аллы-Виктории и 7-летнего Мартина. Король поп-музыки утверждает, что не стремится «лепить из них звезд». Киркоров заявил, что воспитывает наследников строго, но справедливо.",entertainment,-1
"FTC наконец вынесла решение по делу Cambridge Analytica Спустя 18 месяцев после начала расследования Федеральная торговая комиссия США (FTC) наконец вынесла решение в отношении Cambridge Analytica. Комиссия постановила, что компания вводила...",technology,-1
Эрмитаж покажет очередь в музей в режиме онлайн  Михаил Пиотровский рассказал о будущих нововведениях в музее.,entertainment,-1
В Архангельске показали «Айку» — физиологическую драму о материнском инстинкте Вся картина — это история становления материнского инстинкта.,entertainment,-1
Исследование: четверть работодателей планируют повышать зарплаты в 2020 году Среди работников повышения зарплаты в новом году ожидают 19% опрошенных.,economy,-1
Матч тульского «Арсенала» с «Локомотивом» стал одним из самых посещаемых в туре На игре присутствовали 10 тысяч 284 зрителя. И это не считая футболистов,sports,-1
"При Госдуме раскрыли секрет успешного возвращения Софии Ротару в Москву Певица София Ротару триумфально вернулась в Москву, где накануне снялась в концерте престижной премии «Песня года». Напомним, возвращение Софии Михайловны в Россию сопровождалось бурной травлей Ротару, поскольку София Михайловна ранее публично отказалась от гастролей в России, мотивируя это тем,",entertainment,-1
"Нейтральный статус: РУСАДА рассказало, кто из россиян сможет выступать после санкций WADA РУСАДА отреагировало на решение WADA наложить запрет на участие российских спортсменов в крупных международных соревнованиях.",sports,-1
"«Ростелеком» предоставил телеканалу ОТР возможность удаленно управлять региональными вставками в эфир «Ростелеком», крупнейший в России провайдер цифровых услуг и решений, организовал для Общественного телевидения России (ОТР) сеть VPN-каналов. Благодаря этому решению телеканал может удаленно управлять региональными вставками в эфир ОТР в 81 субъекте РФ в режиме реального времени.",economy,-1
"Баня, ресторан или банкет в офисе: российские работодатели увеличивают бюджет новогодних корпоративов Корпоративов в российских компаниях в конце 2019 года будет меньше, но их бюджеты вырастут, говорится в исследовании сервиса по поиску работы Superjob, опубликованном 9 декабря. ",economy,-1
"WADA лишило Россию на 4 года права выступать на Олимпиадах и чемпионатах мира В швейцарской Лозанне исполком Всемирного антидопингового агентства (WADA) принял решение отстранить Россию на четыре года от участия в крупных спортивных международных мероприятиях, в число которых в",sports,-1
"В Брянске подходит к концу второй сезон проекта «Другой университет» Последнее занятие состоится завтра, 10 декабря",entertainment,-1
"Комитет атлетов WADA призвал полностью запретить россиянам участие в Олимпиаде Большинство членов комитета атлетов Всемирного антидопингового агентства (WADA) призвали полностью отстранить россиян от Олимпийских игр в Токио в 2020 году и в Пекине в 2022 году, запретив им участвовать даже под нейтральным флагом. Об этом сообщает BBC ...",sports,-1
"Маркарова рассказала, когда Украина может получить макрофинансовую помощь от ЕС Маркарова прогнозирует €500 млн макрофинансовой помощь от ЕС в ближайшие месяцы",economy,-1
"В Госдуме исключили отмену проведения в РФ ЧЕ по футболу и Универсиады из-за решений WADA Известно, что исполком WADA отстранил Россию от участия в крупных международных соревнованиях на 4 года.",sports,-1
Новостройки по-новому: Самарская область – в лидерах по строительству жилья с проектным финансированием Свыше 30 % нового жилья в Самарской области строится с использованием эскроу-счетов. Такую аналитику обнародовалДОМ.РФ. Этот показатель – один из самых высоких в стране. Опередили ...,economy,-1
"Шевченко о Евро-2020: Украина может играть с топ-командами, но нам нельзя терять основных игроков Главный тренер сборной Украины Андрей Шевченко поделился мнением о предстоящих матчах национальной команды и глубине состава.",sports,-1
"X5 Retail Group начала масштабную перезагрузку магазинов в Петербурге «Пятёрочка» обновила концепцию магазинов, «Перекрёсток» тестирует новый формат.",economy,-1
"Статистики заявили о подорожании автомобильного топлива в Омской области Омскстат сообщил об изменениях индекса потребительских средних цен на моторное топливо в Омской области в ноябре 2019 года. По данным статистиков, стоимость бензина разных марок по сравнению с октябрем 2019 года абсолютно не изменилась и осталась на прежнем уровне.",economy,-1
Авторы Gungrave G.O.R.E — экшена от третьего лица с необычным главным героем — перенесли игру на 2020 год Изначально её обещали выпустить в декабре 2019 года.,entertainment,-1
"Поклонник Анджелины Джоли удивил актрису татуировкой с ее изображением Недавно голливудская актриса Анджелина Джоли посетила Лондон для того, чтобы попасть на постановку мюзикла «Дорогой Эван Хэнсен». После того, как спектакль окончился, актриса встретилась с его актерами. Среди них был …",entertainment,-1
"Обновился рейтинг vRINGe: Джошуа опередил Фьюри, возвращение Лемьё В разделе «Рейтинги» на нашем сайте внесены еженедельные изменения в топ-10 по версии vRINGe.com.  Перестановки произошли в следующих дивизионах:  — супертяжёлый,  — второй средний, — средний, — первый средний, — второй легчайший, — второй наилегчайший.",sports,-1
"Первые ГОСТы на экологически чистую продукцию утвердили в России Москва. Первые 6 государственных стандартов «зеленой» продукции подготовило Роскачество. Как сообщается на сайте организации, их уже утвердил Росстандарт. Один из принятых ГОСТов предназначен для сельхозпрод...",economy,-1
"ВАДА на четыре года отстранило Россию от международных соревнований, включая Олимпиады Исполнительный комитет Всемирного антидопингового агентства (ВАДА) на четыре года отстранил Россию ​от участия в междуна...",sports,-1
«Мисс Вселенной-2019» стала представительница ЮАР Зозибини Тунзи В американской Атланте состоялся конкурс красоты «Мисс Вселенная-2019». Его победительницей стала 26-летняя темнокожая модель из ЮАР Зозибини Тунзи. ,entertainment,-1
"Сергей Бондарчук официально разводится с супругой Татой У пары возникли проблемы после нескольких лет жизни, потому что наследник режиссера проводил время на работе, а супруга занималась бизнесом и детьми. Светское окружение говорило, что Бондарчук изменяет избраннице, после чего супруги стали жить раздельно и удалили общие фото с Сети.Даже встреча на",entertainment,-1
Поветкин заговорил о бое с Владимиром Кличко Александр Поветкин поделился планами на будущее.,sports,-1
В библиотеке имени Югова открылась выставка старинных ёлочных украшений Там также представлены исторические новогодние открытки. Коллекцию может пополнить каждый | Общество,entertainment,-1
"В ГАТОБ пройдет бал-маскарад ""Щелкунчик. Рождественский бал"" Впервые в Алматы пройдет рождественский бал-маскарад ''Щелкунчик. Рождественский бал'' в Государственном театре оперы и балета имени Абая.",entertainment,-1
