description,category,cluster
"Tesla отзывает все Cybertruck — в них заедает педаль газа. Это 3878 пикапов, выпущенных с момента релиза в ноябре по апрель.. Во время сборки педалей в клеящий состав попала некая смазка или мыло, поэтому накладка плохо держится. А когда она слетает, то застревает в обшивке.",technology,-1
"В Whats. App появился чат-бот Llama 3 от Meta AI. Это генератор изображений, который создает картинки в режиме реального времени — прямо пока вы пишете текстовый запрос.. Протестировать можно пока только в бета-версии. Нейросеть появится в виде отдельного чата. Остается только написать подсказку, начинающуюся со слова «Imagine».. Когда сгененрируете удачную картинку, можно попросить Llama 3 анимировать ее, чтобы получилась гифка.",technology,-1
"Официально: USDT запустили на блокчейне TON и он скоро появится в @wallet.. Комиссия за транзакции USDT на TON составит не более 15 центов и будет браться напрямую из USDT, что гораздо удобнее.",technology,-1
"Сегодня TON лидирует по росту среди 100 крупнейших по капитализации криптовалют. Рост связан с ожиданием выступления Павла Дурова на конференции Token. 2049.. Начало в 14:20, смотреть можно здесь.",technology,-1
Meta опубликовали Llama 3. Будут доступны модели с 8 млрд и с 70 млрд параметров. Это самая мощная открытая LLM (большая языковая модель).,technology,-1
"Apple выпустят сериал про про высадку космонавтов СССР на Луне. Он будет называться «Star City» («Звездный город») и станет спин-оффом картины «For All Mankind» («Ради всего человечества»).. Действие развернется в 1960-х, когда Советский Союз готовился отправить первого человека на Луну. Это будет история про космонавтов, инженеров и офицеров разведки, включенных в советскую космическую программу.. На фото: кадр из «Ради всего человечества» с Марией Машковой.",technology,-1
"Яндекс создал светодиодную ленту и розетку с поддержкой протокола Matter. Впервые российская компания выпустила умные устройства на этом протоколе.. Теперь можно подключать свои и сторонние Matter-девайсы к большинству колонок Яндекса, даже без доступа к интернету. К слову, Matter скоро будут поддерживать многие крупные производители умных устройств — все они будут совместимы между собой. Ранее пользователи отмечали, что в колонках появилась поддержка протокола, а теперь компания официально анонсировала первые Matter-устройства.",technology,-1
"Делаем невидимую папку в Windows:1. Убираем название. Сделать это можно при помощи Numpad. Вводим комбинацию цифр «255» с зажатой клавишей Alt и название пропадает. 2. Находим невидимый значок.. Заходим в свойства папки, кликаем на настройки и меняем стандартный значок на один из невидимых (обычно они находятся в 12 ряду). Готово! Теперь у вас есть скрытая папка. Используйте её с умом.",technology,-1
"Завтра Москву опять накроет ураган. Синоптики говорят, что за день на город обрушится две трети месячной нормы осадков, а скорость ветра может достигать 25 м/с.. Сильнее всего шторм проявится после обеда. Помимо Москвы он затронет Подмосковье, Брянскую, Орловскую, Тульскую и Калужскую области.",technology,-1
"Tik. Tok выпустили аналог Instagram. Приложение Tik. Tok Notes уже доступно в App Store и Google Play, но пока только в Австралии и Канаде в формате бета-тестирования.. Можно делиться фотографиями, галереями и описаниями к ним. Есть функции репоста, добавления в избранное и комментариев, а вот личных сообщений в соцсети нет.",technology,-1
"Почему до этого не додумались раньше? Xiaomi сделают встроенное крепление для телефонного держателя на приборной панели своего электрокара SU7. Пока неясно, для всех ли держателей подойдет разъем, но звучит уже лучше, чем присоски к лобовому стеклу.",technology,-1
"Вышел Нейро от Яндекса. Это чат-бот, который дает максимально полные ответы на ваши вопросы, пользуясь актуальной информацией со всего интернета, а не из памяти модели.. Сервис объединяет в себе ключевые разработки поисковых технологий и больших языковых моделей. Задать вопрос можно просто в текстовом формате, а можно дополнительно прикрепить картинку. Нейро работает в приложении Яндекс и Яндекс Браузере.",technology,-1
Boston Dynamics показали новое поколение роботов Atlas. Теперь они полностью электрические и без единого гидравлического элемента.. Сейчас это «самый ловкий человекоподобный робот в мире». Новые Atlas разработаны совместно с Hyundai — автоконцерн спонсировал проект и предоставил свои заводы для тестирования роботов.. Больше подробностей — в будущем.,technology,-1
"Kandinsky от Сбера и Yandex. ART от Яндекса попали в топ-10 лучших нейронок мира для генерации изображений по версии Tech. Bullion. В первую тройку лучших вошли Midjourney, Stable Diffusion и DALL-E 3. Пятую строчку занял Kandinsky. Составители топа отметили способность генерировать абстрактные изображения, заставляющие зрителя задуматься.. А Yandex. ART оказался на десятом месте. Нейросеть преуспела в создании работ в разных стилях и сбалансированности.",technology,-1
"Tesla потратила $200 тыс. на продвижение X (Twitter) только за февраль. Баннеры появились в результатах поиска Google и на You. Tube.. Интересный контраст с Telegram. Только сегодня вышло интервью с Павлом Дуровым, где он заявил, что не потратил ни доллара на привлечение пользователей.",technology,-1
"В Whats. App появились три фильтра для чатов: «Все», «Непрочитанное» и «Группы». Разработчики заявили, что функция будет улучшена и доработана в будущем. Обновление станет доступно всем в ближайшие недели.",technology,-1
"В аэропорту Дубая застряли 2500 россиян. В зале ожидания не осталось свободных мест, выйти из здания нельзя из-за потопа, а гостиницу, еду или хотя бы воду никому не предоставили.. За день в городе выпало семь месячных норм осадков. Это максимум за последние 75 лет.",technology,-1
"Аэропорт Дубая затопило, самолеты буквально плавают по полосам. Отменили в общей сложности уже 45 вылетов и прилетов.. Дороги города из-за ливней тоже в воде.",technology,-1
"Уникальное обновление Instagram для Тейлор Свифт. Если потянуть аккаунт певицы вниз, появится обратный отсчет до выхода ее нового альбома «The Tortured Poets Department».. Выглядит даже круче, чем 110 млн «близких друзей» у Билли Айлиш.",technology,-1
"📱 Apple представила рекордно тонкий i. Pad Pro с OLED-дисплеем с совершенно новым ИИ-чипом M4 Одной из ключевых особенностей новых планшетов является OLED-дисплей, обеспечивающий более насыщенный контраст и яркость.. Новые i. Pad Pro получили ультратонкий корпус: толщина 11-дюймовой модели составляет 5.. 3 мм, а 13-дюймовой — всего 5.. 1 мм, что делает его самым тонким продуктом Apple на сегодняшний день.❤️ — орехи им не поколоть..🔥 — нормально же, че вы@GPTMain. News",technology,-1
"📹 Михаил Галустян выпустил клип, созданный с помощью ИИ вместе с энтузиастом нейросетей Александром Щербининым.. Автор сгенерировал более 500 изображений, из которых в монтаж вошли лучшие 65, а на создание видео ушло около 2 месяцев 👍С праздником! С Днём Победы! 💐@GPTMain. News",technology,-1
"🤔 Шокирующее открытие: хакер разработал программу, которая может точно определить местоположение пользователей Telegram. Новый инструмент для слежки, названный Close-Circuit Telegram Vision (CCTV), использует функцию ""Люди рядом"" для определения местонахождения пользователей в пределах определенных адресов. Проверка журналистами из 404 Media подтвердила работоспособность инструмента, данные совпали для двух разных людей в одном месте.. В ответ на это от Telegram поступило утверждение, что функция ""Люди рядом"" изначально отключена и показывает местоположение с точностью до 800 метров.@GPTMain. News",technology,-1
"😆 Chat. GPT и его попытки сгенерировать BMW.. Кажется, нейросеть что-то знает и у неё нет ни капли сомнений в надёжности баварца. @GPTMain. News",technology,-1
"🍏 В сети отыскали рекламу первого айфона в Россим — её сделал Билайн в далёком 2009 году.. Осторожно, может захлестнуть волна воспоминаний!@GPTMain. News",technology,-1
"🤯 Революция в мире пиратской Windows — хакеры опубликовали ультимативный сервис для CMD-активации прямо на Git. Hub.. Работает просто — загружаем и распаковываем архив, находим в нём папку All-In-One-Version, запускаем MAS_AIO.cmd и следуем инструкциям.. Чтобы вы понимали уровень — этим сервисом пользуется даже официальная служба поддержки Microsoft.@GPTMain. News",technology,-1
🔥 Разработчики выкатили первый прототип Тиндера на базе Госуслуг! Идею сервиса сегодня подкинул депутат Милонов. Другие дейтинг-эппы сильно напряглись. @GPTMain. News,technology,-1
🤣 Шоу «Тачка на прокачку» с Xzibit вернется уже 9 мая. О легендарном событии рэпер написал в Instagram.@GPTMain. News,technology,-1
"🥚 Поздравляем подписчиков со Светлым Христовым Воскресением — Пасхой!. Желаем провести этот праздник в окружении самых близких людей. Берегите друг друга и цените каждое мгновение, проведённое вместе. С праздником!. Ставьте ❤️, если уже покрасили яйца и подготовили кулич@GPTMain. News",technology,-1
"⚡️⚡️⚡️ Тик. Ток полностью заработал в России без ограничений — ТАСС сообщают, что можно смотреть и выкладывать видео.. Работает как на Android так и на i. OS, при этом, без всяких модов.. Это вам подарок на майские.@GPTMain. News",technology,-1
"Теперь официально: идут окончательные испытания первой в мире (!) вакцины от рака.. Препарат обучает организм самостоятельно уничтожать раковые клетки. Как итог, вакцина уже снижает риск рецидива.. Важно, что вакцину можно использовать для лечения других видов рака.@GPTMain. News",technology,-1
⚡️ ТОЛЬКО ЧТО: Основателя криптобиржи🔸 Binance Чанпэна Чжао суд приговорил к 4 месяцам тюрьмы по делу об отмывании денег и прочей нелегальной деятельности.@GPTMain. News,technology,-1
"✨ Этот сервис позволяет найти все ваши фотографии в интернете, используя лишь одно изображение.. Загрузите свое лицо (или чье-то другое) в Pim. Eyes, и он просканирует всю сеть в поисках ваших фотографий — от Инстаграма до стикеров в Телеграме.. Созданный для защиты приватности, сервис позволяет выяснить, кто, где и когда публиковал ваши нежелательные фотографии.. Есть бесплатная версия. Пробуем тут.@GPTMain. News",technology,-1
"🤣 Мечта миллионов людей осуществилась: роботы сделают за вас всю работу по дому. Китайская компания Astribot показала своего домашнего робота, который который может готовить еду, поливать цветы, пылесосить и делать многое по хозяйству. В продажу помощник должен поступить к концу года. Купили бы?🔥 — да, мега классная штука❤️ — нет, но лайк",technology,-1
"🏎 В Абу-Даби только что стартовала первая в мире Формула-1 среди нейросетей.. Шейхи из ОАЭ посчитали кожаных пилотов слишком сложными и сделали соревнование для беспилотных болидов. За главный приз в 2,25 млн долларов соревнуются 8 автомобилей.🎞 На You. Tube сейчас идет прямая трансляция.@GPTMain. News",technology,-1
"🚀 Геймеры сдают в аренду свою видеокарту для генерации ИИ-порно и других нейросетевых штучек.. Компания Salad предлагает такую услугу взамен на карточки пополнения Steam, Xbox, PS и других сервисов.@GPTMain. News",technology,-1
"🥳 Giga. Chat сегодня отмечает свой День рождения — прошел ровно год с момента релиза модели Год был для AI-сервиса на самом деле насыщенным: число уникальных пользователей выросло до 5 млн, а количество запросов достигло 90 млн штук. Кроме того, для бизнес-клиентов создали программный интерфейс Giga. Chat API и им уже пользуются свыше 4 тыс. бизнес клиентов. @GPTMain. News",technology,-1
"🖥 Сэм Альтман получил первый суперкомпьютер DGX H200 от Дженсена Хуанга. Основатель Nvidia Дженсен Хуанг непосредственно доставил новейший суперкомпьютер DGX H200 своему первому клиенту, руководителю Open AI Сэму Альтману. Новинка обещает ускорить разработку GPT-5, учитывая её внушительную мощность, соизмеримую с 12,7 тысячами RTX 4090Ti.————————————————@Deep. Tech. NET - Канал про тренды из мира IT, технологий, нейросетей и бизнеса.",technology,-1
"🎶 Бета-версия десктопного приложения Яндекс Музыки получила новые функции. У пользователей приложения для ПК появилось больше возможностей: они могут создавать и редактировать свои плейлисты, кастомизировать их обложку и название. Еще в боковом меню можно закреплять все необходимое: альбом, артиста и даже настройку Моей волны. Система умных рекомендаций, кстати, не так давно получила обновленный дизайн и в десктопе — персональный для каждого пользователя.. Бета-версия приложения для Windows и Mac. OS доступна подписчикам Яндекс Плюс.@GPTMain. News",technology,-1
"🤩 Формула-1 будущего: гонки беспилотных болидов в ОАЭ 🇦🇪 27 апреля в Объединенных Арабских Эмиратах состоится революционное событие – первое в мире соревнование беспилотных болидов. 🤖 Восемь автомобилей, управляемых искусственным интеллектом, будут бороться за звание самого быстрого и выносливого. 🧑‍✈️ Нейросети возьмут на себя роль пилотов, демонстрируя свои навыки на пределе скорости. Цель – не только достичь максимального темпа, но и сохранить машину в целости. Победителя ждет внушительный приз – 2,25 миллиона долларов (208 миллионов рублей).. Смотрим прямой эфир здесь.@GPTMain. News",technology,-1
"⚡️ В Китае разработали технологию создания невероятно реалистичных дипфейков, работающих в режиме реального времени.. Эта технология используется для создания обманчиво правдоподобных образов, которые впоследствии применяются для мошенничества, например, выманивания денег у мужчин.. Качество создаваемых дипфейков поражает – изображение остается стабильным и не искажается даже при активном взаимодействии с лицом. Это делает обман практически неотличимым от реальности.@GPTMain. News",technology,-1
"🤣 Microsoft хочет накопить 1..8 млн GPU к концу года. Компания планирует стать обладателем рекордного числа графических ускорителей, обеспечивающих вычисления для работы AI. Основная часть закупок будет состоять из GPU от Nvidia.. К 2027 году Microsoft планирует потратить на покупку GPU 100 миллиардов долларов. @GPTMain. News",technology,-1
"🤑 Всем Павлам Павел. Дуров получил никнейм @pavel в Telegram. Изначально тег принадлежал медиаменеджеру Павлу Фёдорову. Неделю назад ник выставили на аукцион. Его выкупили за 15 000 TON (около 8 млн рублей) и подарили Дурову. Забавно в этой истории то, что сам Дуров отказался бесплатно забирать юзернейм 9 лет назад, чтобы все было честно.@GPTMain. News",technology,-1
💸 Superlook представил новый сервис — генерация вашего портрета на купюре $100 (картинка выдается сразу в печатном качестве).. Процесс создания весьма массивный:✅ Генерация ракурса на базе портрета.✅ Создание прически и одежды в стиле XVIII века.✅ Обработка под гравюру.✅ Улучшение фотографии.✅ Цветокорекция.✅ Полученное изображение встраивается в купюру.- Поэтому бесплатных генераций не дают :(Пробуем и печатаем свои деньги! 💵@GPTMain. News,technology,-1
"👨🏻‍💻 Учитесь на IT-специалиста и задумываетесь о преподавательской деятельности в будущем?Если осваивать её уже сейчас, в будущем вы явно будете востребованнее своих конкурентов. И у вас есть такая возможность! Получить новые знания от экспертов и перенять бесценный опыт от уже состоявшихся специалистов поможет Яндекс Образование. Там как раз открыли набор на второй поток курса помощников преподавателей. Чтобы поучаствовать в отборе, заполняйте заявку по этой ссылке ⬅️",technology,-1
"🤣 Пешеходы, ликуйте!. Найден способ остановить беспилотные автомобили Waymo - просто наденьте футболку со знаком ""Стоп"". В интернете уже вовсю обсуждают видео, где такой ""модный лайфхак"" сработал на ура. Главное, не забывать заряжать футболку на ночь, чтобы знак светился в темноте.@GPTMain. News",technology,-1
"✨ Игроки решили 137 млн сложных заданий с ДНК, играя в Borderlands 3Учёные выпустили бесплатное DLC с простенькими задачками — большинство фанатов пропустили анонс, но всё-равно скачали дополнение. В итоге 4 млн игроков восстановили 137 млн цепочек ДНК и существенно помогли продвинуть науку в познании микробиома кишечника человека.@GPTMain. News",technology,-1
Тик. Ток — ВСЁ!. Тик. Ток заблокировали в США — только что был подписан указ. Теперь у площадки выбор — продаться американцу или приостановить работу на территории Америки. @GPTMain. News,technology,-1
"💯 Пушка: Google выкатила крутейший учебник по промпт-инжинирингу! Гайд огромен — на 45 страницах раскинулись ценнейшие советы для работы в Gemini, которые подойдут и для других нейронок. Это действительно учебник — понятный, доступный и красиво оформленный. В каждой главе вас ждут примеры использования, лайфхаки и наглядные инструкции. Выжимаем из нейронок все соки тут. 🔥 А самое замечательное, что самая последняя версия ИИ Gemini от Google уже доступна в нашем боте @Chat. GPT_General_Bot 🤖 Она действительно хороша 🚀@GPTMain. News",technology,-1
"🤯 Грядёт бунт: российские геймеры требуют 3 млрд рублей от Sony из-за закрытия PS Store в стране.. Владельцы новенькой PS5 не могут качать игры — единственный способ покупки для консолей Digital Edition, где нет дисковода.. Забава в том, что суд начался 2 года назад — с тех пор сумма компенсации возросла с 280 млн до 3 млрд рублей. Держим за них кулачки!@GPTMain. News",technology,-1
🔥 Биткоин пережил свое четвертое уполовинивание — халвинг. ⛏️ Награда майнерам за добытый блок снизилась с 6.. 25 BTC до 3.. 125 BTC. 🚀 Что это значит? Уменьшение эмиссии биткоина может привести к росту его цены в долгосрочной перспективе.@GPTMain. News,technology,-1
✨ Magnific AI — всё. Кодеры дропнули самый мощный ИИ-инструмент для 16-кратного (!) улучшения качества фото.. Нейросеть Clarity Upscaler увеличивает детализацию каждого пикселя по отдельности. Теперь самый мыльный кадр превратится в студийную фотографию.. Такое мы сохраняем — линк.@GPTMain. News,technology,-1
📺 Конференция Token. 2049 с Павлом Дуровым и Паоло Ардоино (Tether) началась!📺 Смотреть прямую трансляцию можно на You. Tube.🇷🇺 На русском языке доступно тут. @GPTMain. News,technology,-1
"🟪🟪🟪🟪🟪 Если бы «Матрицу» сняли в 1950-х, то ее трейлер выглядел бы так. Сценарий автор придумал и написал от руки сам. А озвучить и визуализировать идею помогли нейросети Eleven. Labs (голос), Midjourney (картинки) и D-ID (анимация изображений).@GPTMain. News",technology,-1
"📱Tik. Tok запускает конкурента Instagram. Tik. Tok представил новое приложение Tik. Tok Notes, которое теперь доступно пользователям в Австралии и Канаде. Это решение можно скачать из App Store и Google Play, причем оно находится в стадии бета-тестирования. В приложении предусмотрены возможности для обмена фото, создания галерей с подписями, а также функции репоста, добавления в закладки и комментирования. Однако возможности отправки личных сообщений не предусмотрено.————————————————@Deep. Tech. NET - Канал про тренды из мира IT, технологий, нейросетей и бизнеса.",technology,-1
Chat. GPT появится в наушниках Nothing: пользователи смогут общаться с нейронкой и через неё разговаривать с иностранцем в реальном времени.. ИИ будет работать в виде голосового помощника.. Можно больше не учить языки!@GPTMain. News,technology,-1
"👾👾👾 Имба: GPT-4, Gemini и Claude 3 научились работать за вас на вашем же компе! Чел собрал ИИ-агентов для винды и мака и они сумели выполнить аж 369 рутинных задач без помощи человека. Один бот двигал курсор, другой печатал, третий чистил куки, четвертый гуглил, пятый отвечал на имейлы и так далее. Потенциал у этой идеи почти бесконечный — ботов можно запрограммировать под любую задачу.. Среди протестированных нейронок лучшим юзером винды и mac. OS оказалась GPT-4. Скинуть на неё всю рутину можно тут.@GPTMain. News",technology,-1
⚡️ Новая модель GPT-4o уже доступна в @GPT4Telegrambot⚫️ Самая мощная модель ⚫️ Скорость ответа в 2 раза выше ⚫️ Рассуждает и иронизирует⚫️ Решает задачи и пишет код⚫️ Распознает изображения. Как пользоваться?1️⃣ Подключите любой пакет GPT-4 в разделе /premium. 2️⃣ Выбрать GPT-4o в /settings➡️ Презентация модели. UPD: стоимость пакетов GPT-4 стала в 2 раза ниже.#Open. AI @hiaimedia,technology,-1
"Сэм Альтман о расходах Open. AI:💲 «Тратим ли мы $500 миллионов в год, $5 миллиардов или $50 миллиардов – для меня не важно. До тех пор пока мы движемся к цели, которая принесет значительно больше ценности для общества. И пока мы находим способ платить по счетам. Мы создаем AGI. Это должно быть дорого. Оно того стоит».. Хорошей вам недели и амбициозных проектов 👍▶️ Выступление Сэма в Стэнфорде🔍 Что такое AGI?#Open. AI @hiaimedia",technology,-1
"📱 «Случайный стиль» от Midjourney теперь в @GPT4Telegrambot. Midjourney запустила функцию «Style Random». Она добавляет изображению случайный художественный стиль.. Отличный инструмент для поиска идей и вдохновения. Напишите свой запрос, а в конце добавьте --sref random и всё.🎮 Пример запроса: /imagine spiderman --sref random. Попробуйте Midjourney в @GPT4Telegrambot.. Еще полезные функции:➡️ Копирование стилей Midjourney➡️ Создание похожих персонажей#Midjourney @hiaimedia",technology,-1
"Apple ведет переговоры с Open. AI о включении Chat. GPT в i. OS 18.. Это может привести к интеграции генеративного ИИ в операционную систему, предоставляя расширенные возможности для пользователей. Однако неясно, на какой стадии находятся переговоры и успеет ли Apple внедрить значимые функции ИИ до выхода i. OS 18 осенью.",technology,-1
"2ГИС представил детальные дороги с разметкой, светофорами и пешеходными переходами в 3D-формате для городов-миллионников и других крупных населенных пунктов.. Также добавлены железнодорожные расписания для 21 города, включающие время прибытия, ожидания и в пути. Новые возможности доступны в мобильных приложениях и будут доступны в браузерной версии позже. Сервис планирует расширить покрытие реалистичными дорогами и добавить велодорожки. Улучшения повысят удобство и точность навигации для пользователей.",technology,-1
"В TG «Балтики» @baltikabrand разыгрывают 10 годовых подписок на Telegram-премиум!. Переходите по ссылке, участвуйте в конкурсе и оцените набор фирменных эмодзи.. С ними вы сможете ещё ярче рассказать друзьям о своей любви к «Балтике»💙",technology,-1
"Xiaomi TV A 2025 - доступные телевизоры с ценой от 279 евро. В серии размеры 43, 50 и 65 дюймов. Сравнение с Xiaomi Smart TV A Pro 2025 показывает, что отличие в матрице: Smart TV A Pro имеет панель QLED с HDR10 и HLG, чего нет в TV A 2025. Остальные характеристики одинаковы: 4K разрешение, 2 колонки 10 Вт, Google Ассистент, Bluetooth 5.. 0, Wi-Fi.",technology,-1
"Обновленная энциклопедия ""Рувики 3.. 0"" будет запущена в сентябре. Она получит обновленный интерфейс, личный кабинет автора и систему персонализации с помощью нейросетей. Также возможно появление ""геймификации"" для авторов. ""Рувики"" создавалась как отечественный аналог ""Википедии"", данные хранятся на российских серверах, а контент соответствует российскому законодательству. Все материалы проходят проверку на достоверность и соответствие правилам площадки.",technology,-1
"В России запустили ""Оплату улыбкой"" при покупке автомобиля.. Клиенты Сбербанка могут совершать покупки в дилерских центрах Favorit Motors, используя биометрическую идентификацию. Для этого к мобильному приложению Сбербанка привязывается платежная карта и подключается распознавание по лицу. При оплате достаточно посмотреть в камеру терминала, и операция будет выполнена.",technology,-1
"Samsung Galaxy Watch 7 могут получить сенсор для измерения уровня сахара в крови, полезный для людей с диабетом и тех, кто следит за здоровьем. На пресс-релизе Samsung не упоминает Galaxy Watch 7, но компания запатентовала и протестировала необходимые технологии.",technology,-1
"Минцифры предлагает разместить на ""Госуслугах"" информацию о SIM-картах, зарегистрированных на пользователя.. Она будет отображаться в личном кабинете, и пользователь сможет отключать номера, которые не оформлял или не использует. Это позволит бороться с ситуациями, когда SIM-карты регистрируют на людей без их ведома или используют для мошенничества. За нарушение требований операторы будут нести административную ответственность👍отличная новость!",technology,-1
"""Авито"" представил функцию написания объявлений с помощью нейросети в категории ""Обувь, одежда, аксессуары"".. Пользователи могут указать параметры и загрузить фото, чтобы получить готовое описание на основе изображений. Чем больше данных, тем качественнее описание. Нейросеть обучена на 400 тыс. описаниях и фото с площадки. Продавцы могут выбрать использовать нейросеть или писать описание самостоятельно.. Тестирование проводилось с декабря по апрель.",technology,-1
"На Пекинском автосалоне Chery представила рамный внедорожник Jetour Shanhai T5 с запасом хода 1400 км.‼️Ожидается, что он станет конкурентом Toyota Land Cruiser😎Авто имеет высокий клиренс, внедорожные шины, гибридный двигатель 2 л с электродвигателем P4 (560 к. Вт, 795 Н·м). Запуск запланирован на следующий год. Внедорожник оснащен различными приспособлениями, подчеркивающими его характер.",technology,-1
"Лето в Москве достигло своего пика. Сегодня, 10 июля, температура воздуха поднялась до +32 градусов. Горожане устремились к водоемам в поисках прохлады. Антициклон, пришедший из южных регионов, установил стабильное тепловое поле над городом. По прогнозам синоптиков, такая погода продлится до конца недели. Ночью температура немного понизится, но влажность воздуха в 70% делает жару невыносимой. Москвичам рекомендуется пить больше воды и избегать длительного пребывания на солнце.",other,-1
"Жара накрыла Москву. 12 июля воздух прогрелся до +33 градусов, и город изнывает от зноя. Антициклон, пришедший из южных областей, прочно обосновался над столицей. Сегодняшний день для москвичей выдался особенно жарким: асфальт буквально плавится, и на улицах почти невозможно находиться дольше нескольких минут. Прогнозы обещают, что такая погода сохранится до конца недели, а ночью температура опустится лишь до +25 градусов. Жителям столицы советуют пить больше жидкости и остерегаться перегрева.",other,-1
"Погода в Москве начинает менять свои настроения. Сегодня, 20 октября, температура воздуха снизилась до +5 градусов, и город встретил своих жителей холодным дождем. Листопад в самом разгаре, улицы покрыты золотыми листьями, которые намокли и стали скользкими. Синоптики предупреждают о резком похолодании в ближайшие дни и возможности первых заморозков. Жителям столицы рекомендуется утепляться и быть осторожными на дорогах и тротуарах.",other,-1
